cve,descrip
"Y130","Envenenamiento por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, de intención no determinada en vivienda"
"Y140","Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en vivienda"
"Y144","Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en calles y carreteras"
"Y148","Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en otro lugar especificado"
"Y149","Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada en lugar no especificado"
"Y150","Envenenamiento por, y exposición al alcohol, de intención no determinada en vivienda"
"Y154","Envenenamiento por, y exposición al alcohol, de intención no determinada en calles y carreteras"
"Y158","Envenenamiento por, y exposición al alcohol, de intención no determinada en otro lugar especificado"
"Y159","Envenenamiento por, y exposición al alcohol, de intención no determinada en lugar no especificado"
"Y170","Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en vivienda"
"Y174","Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en calles y carreteras"
"Y177","Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en granja"
"Y178","Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en otro lugar especificado"
"Y179","Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada en lugar no especificado"
"Y180","Envenenamiento por, y exposición a plaguicidas, de intención no determinada en vivienda"
"Y188","Envenenamiento por, y exposición a plaguicidas, de intención no determinada en otro lugar especificado"
"Y189","Envenenamiento por, y exposición a plaguicidas, de intención no determinada en lugar no especificado"
"Y190","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en vivienda"
"Y194","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en calles y carreteras"
"Y195","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en comercio y área de servicios"
"Y196","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en área industrial y de la construcción"
"Y197","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en granja"
"Y198","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en otro lugar especificado"
"Y199","Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada en lugar no especificado"
"Y200","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en vivienda"
"Y201","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en institución residencial"
"Y202","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
"Y203","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
"Y204","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en calles y carreteras"
"Y205","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en comercio y área de servicios"
"Y206","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en área industrial y de la construcción"
"Y207","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en granja"
"Y208","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en otro lugar especificado"
"Y209","Ahorcamiento, estrangulamiento y sofocación, de intención no determinada en lugar no especificado"
"Y210","Ahogamiento y sumersión, de intención no determinada en vivienda"
"Y211","Ahogamiento y sumersión, de intención no determinada en institución residencial"
"Y213","Ahogamiento y sumersión, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
"Y214","Ahogamiento y sumersión, de intención no determinada en calles y carreteras"
"Y215","Ahogamiento y sumersión, de intención no determinada en comercio y área de servicios"
"Y217","Ahogamiento y sumersión, de intención no determinada en granja"
"Y218","Ahogamiento y sumersión, de intención no determinada en otro lugar especificado"
"Y219","Ahogamiento y sumersión, de intención no determinada en lugar no especificado"
"Y240","Disparo de otras armas de fuego y las no especificadas, de intención no determinada en vivienda"
"Y241","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en institución residencial"
"Y242","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en escuelas, otras instituciones y áreas administrativas  públicas"
"Y243","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
"Y244","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en calles y carreteras"
"Y245","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en comercio y área de servicios"
"Y247","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en granja"
"Y248","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en otro lugar especificado"
"Y249","Disparo de otras armas de fuego, y las no especificadas, de intención no determinada en lugar no especificado"
"Y250","Contacto traumático con material explosivo, de intención no determinada en vivienda"
"Y257","Contacto traumático con material explosivo, de intención no determinada en granja"
"Y258","Contacto traumático con material explosivo, de intención no determinada en otro lugar especificado"
"Y259","Contacto traumático con material explosivo, de intención no determinada en lugar no especificado"
"Y260","Exposición al humo, fuego y llamas, de intención no determinada en vivienda"
"Y264","Exposición al humo, fuego y llamas, de intención no determinada en calles y carreteras"
"Y267","Exposición al humo, fuego y llamas, de intención no determinada en granja"
"Y268","Exposición al humo, fuego y llamas, de intención no determinada en otro lugar especificado"
"Y269","Exposición al humo, fuego y llamas, de intención no determinada en lugar no especificado"
"Y270","Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en vivienda"
"Y279","Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada en lugar no especificado"
"Y280","Contacto traumático con objeto cortante, de intención no determinada en vivienda"
"Y281","Contacto traumático con objeto cortante, de intención no determinada en institución residencial"
"Y284","Contacto traumático con objeto cortante, de intención no determinada en calles y carreteras"
"Y287","Contacto traumático con objeto cortante, de intención no determinada en granja"
"Y288","Contacto traumático con objeto cortante, de intención no determinada en otro lugar especificado"
"Y289","Contacto traumático con objeto cortante, de intención no determinada en lugar no especificado"
"Y290","Contacto traumático con objeto romo o sin filo, de intención no determinada en vivienda"
"Y294","Contacto traumático con objeto romo o sin filo, de intención no determinada en calles y carreteras"
"Y298","Contacto traumático con objeto romo o sin filo, de intención no determinada en otro lugar especificado"
"Y299","Contacto traumático con objeto romo o sin filo, de intención no determinada en lugar no especificado"
"Y300","Caída, salto o empujón desde lugar elevado, de intención no determinada en vivienda"
"Y302","Caída, salto o empujón desde lugar elevado, de intención no determinada en escuelas, otras instituciones y áreas administrativas públicas"
"Y304","Caída, salto o empujón desde lugar elevado, de intención no determinada en calles y carreteras"
"Y305","Caída, salto o empujón desde lugar elevado, de intención no determinada en comercio y área de servicios"
"Y307","Caída, salto o empujón desde lugar elevado, de intención no determinada en granja"
"Y308","Caída, salto o empujón desde lugar elevado, de intención no determinada en otro lugar especificado"
"Y309","Caída, salto o empujón desde lugar elevado, de intención no determinada en lugar no especificado"
"Y330","Otros eventos especificados, de intención no determinada en vivienda"
"Y331","Otros eventos especificados, de intención no determinada en institución residencial"
"Y333","Otros eventos especificados, de intención no determinada en áreas de deporte y atletismo, áreas de deporte y atletismo"
